applicant_id,first_name,last_name,gender,date_of_birth,phone_number,email,county_id,education_level,income_level,device_ownership,program_id,registered_at
12597,Grace,Wambui,Female,1998-05-15,0779724130,gracewambui564@gmail.com,2,TVET,Lower-Middle,1,5,2025-09-21
12598,Grace,Kemunto,Female,1998-12-05,0799326992,gracekemunto966@gmail.com,2,TVET,Low,0,5,2025-12-21
12599,Dorcas,Kemunto,Female,2005-09-23,0119557947,dorcaskemunto427@gmail.com,3,Secondary,Low,1,5,2025-07-26
12600,Mwanajuma,Masha,Female,1999-04-20,0719862760,mwanajumamasha748@gmail.com,1,Secondary,Low,0,5,2025-12-26
12601,Neema,Mwandawiro,Female,2007-01-28,0718216711,neemamwandawiro818@gmail.com,1,Secondary,Lower-Middle,1,5,2025-05-16
12602,Mwanajuma,Otieno,Female,2007-04-07,0726958940,mwanajumaotieno446@gmail.com,5,Secondary,Middle,1,6,2025-08-15
12603,Mwanajuma,Wambui,Female,2003-02-22,0109467914,mwanajumawambui222@gmail.com,1,Secondary,Lower-Middle,1,5,2025-07-05
12604,Christine,Njeri,Female,1998-05-15,0740660686,christinenjeri650@gmail.com,2,University,Low,0,5,2025-04-02
12605,Mariam,Chebet,Female,2008-01-23,0106774949,mariamchebet986@gmail.com,1,Secondary,Lower-Middle,0,6,2025-09-19
12606,Saumu,Kemunto,Female,2007-04-09,0751810787,saumukemunto231@gmail.com,1,Secondary,Low,1,7,2025-02-12
12607,Mwanajuma,Chebet,Female,1997-05-03,0706928577,mwanajumachebet206@gmail.com,3,Secondary,Middle,0,5,2025-05-02
12608,Esther,Kombe,Female,1998-01-12,0720249940,estherkombe620@gmail.com,3,Secondary,Low,0,5,2025-08-04
12609,Dorcas,Kazungu,Female,2004-02-17,0710755095,dorcaskazungu917@gmail.com,1,Secondary,Middle,1,7,2025-06-02
12610,Mishi,Mwajuma,Female,1999-03-07,0788838885,mishimwajuma874@gmail.com,3,Primary,Low,0,7,2025-12-26
12611,Joyce,Otieno,Female,1999-09-22,0767041167,joyceotieno420@gmail.com,1,University,Lower-Middle,1,5,2025-08-05
12612,Salma,Mwashumbe,Female,2001-01-20,0113480876,salmamwashumbe359@gmail.com,1,Secondary,Middle,1,5,2025-09-17
12613,Mercy,Kioko,Female,2005-05-07,0769384847,mercykioko957@gmail.com,3,Secondary,Low,0,5,2025-11-03
12614,Amina,Mwangeka,Female,2003-03-22,0780867334,aminamwangeka333@gmail.com,1,Secondary,Lower-Middle,0,5,2025-04-01
12615,Ann,Musyoka,Female,2003-06-23,0787441929,annmusyoka245@gmail.com,6,TVET,Lower-Middle,0,7,2025-10-15
12616,Grace,Omondi,Female,2006-02-03,0749027425,graceomondi656@gmail.com,2,TVET,Low,0,5,2025-11-27
12617,Lydia,Kemunto,Female,2007-07-07,0700351851,lydiakemunto285@gmail.com,3,Secondary,Low,1,5,2025-10-17
12618,Amina,Mutiso,Female,2007-09-15,0104118396,aminamutiso865@gmail.com,4,Secondary,Lower-Middle,0,6,2025-05-08
12619,Mariam,Kioko,Female,2008-06-26,0766234645,mariamkioko412@gmail.com,2,TVET,Upper-Middle,0,5,2025-02-13
12620,Saumu,Achieng,Female,1997-03-05,0106727661,saumuachieng512@gmail.com,1,Primary,Upper-Middle,1,6,2025-01-27
12621,Diana,Omondi,Female,2002-10-06,0784532733,dianaomondi352@gmail.com,1,University,Lower-Middle,0,5,2025-08-23
12622,Fatuma,Mwangeka,Female,2001-01-05,0106639767,fatumamwangeka217@gmail.com,2,University,Low,0,7,2025-12-19
12623,Lydia,Achieng,Female,2001-07-05,0104116792,lydiaachieng542@gmail.com,2,Primary,Low,0,7,2025-08-03
12624,Christine,Baya,Female,2002-10-12,0744802175,christinebaya269@gmail.com,1,Secondary,Low,0,6,2025-10-26
12625,Aisha,Njeri,Female,2002-08-07,0799336238,aishanjeri482@gmail.com,1,University,Low,0,6,2025-03-02
12626,Grace,Mghoi,Female,2003-04-28,0115330189,gracemghoi606@gmail.com,2,Secondary,Low,0,5,2025-07-05
12627,Lydia,Masha,Female,2000-07-22,0759069471,lydiamasha678@gmail.com,4,Secondary,Low,1,5,2025-05-27
12628,Lydia,Munga,Female,2007-07-19,0721744054,lydiamunga936@gmail.com,3,University,Low,0,5,2025-08-05
12629,Agnes,Mwandawiro,Female,2008-06-25,0713864410,agnesmwandawiro103@gmail.com,1,Secondary,Low,1,6,2025-01-28
12630,Mercy,Mwashumbe,Female,2005-02-12,0712677093,mercymwashumbe753@gmail.com,2,TVET,Lower-Middle,1,6,2025-11-10
12631,Mercy,Mwandawiro,Female,2001-10-08,0752008936,mercymwandawiro269@gmail.com,2,University,Middle,0,5,2025-12-09
12632,Mwanajuma,Kenga,Female,2005-08-07,0754706169,mwanajumakenga172@gmail.com,4,University,Low,0,5,2025-03-19
12633,Faith,Mwashumbe,Female,2003-08-27,0771322515,faithmwashumbe562@gmail.com,2,University,Low,1,5,2025-11-10
12634,Cynthia,Munga,Female,2004-08-02,0704852460,cynthiamunga969@gmail.com,5,Secondary,Middle,0,5,2025-06-03
12635,Faith,Munga,Female,1997-08-01,0748914993,faithmunga763@gmail.com,5,TVET,Lower-Middle,1,5,2025-09-21
12636,Amina,Juma,Female,1997-08-22,0796245009,aminajuma110@gmail.com,2,Secondary,Low,0,5,2025-06-08
12637,Mishi,Odhiambo,Female,2006-09-16,0706655285,mishiodhiambo593@gmail.com,1,Secondary,Low,0,5,2025-04-05
12638,Fatuma,Kemunto,Female,2002-04-03,0750948173,fatumakemunto910@gmail.com,4,Secondary,Low,1,5,2025-01-19
12639,Salma,Wambui,Female,2006-06-05,0100861525,salmawambui832@gmail.com,1,Secondary,Low,1,5,2025-02-28
12640,Mwanajuma,Mwangeka,Female,2005-10-05,0763737044,mwanajumamwangeka488@gmail.com,3,Secondary,Lower-Middle,0,5,2025-07-13
12641,Ann,Munga,Female,2006-01-16,0745854545,annmunga779@gmail.com,1,University,Lower-Middle,0,5,2025-11-17
12642,Sharon,Mwashumbe,Female,2008-12-06,0726712603,sharonmwashumbe372@gmail.com,1,Secondary,Lower-Middle,1,6,2025-02-15
12643,Sheila,Achieng,Female,1999-03-22,0101538308,sheilaachieng976@gmail.com,1,Secondary,Middle,0,5,2025-04-03
12644,Fatuma,Juma,Female,2002-03-23,0781740251,fatumajuma942@gmail.com,4,University,Upper-Middle,1,5,2025-12-14
12645,Rose,Juma,Female,2001-11-07,0733750707,rosejuma245@gmail.com,1,Primary,Middle,1,6,2025-02-24
12646,Sharon,Mwashumbe,Female,2004-01-09,0723288273,sharonmwashumbe345@gmail.com,5,TVET,Low,1,5,2025-11-11
12647,Aisha,Mghoi,Female,1998-07-18,0778624913,aishamghoi399@gmail.com,2,Secondary,Low,1,5,2025-11-11
12648,Salma,Kazungu,Female,2002-08-19,0797716185,salmakazungu954@gmail.com,1,TVET,Lower-Middle,1,6,2025-03-13
12649,Mariam,Mghoi,Female,1999-12-13,0769842355,mariammghoi794@gmail.com,1,TVET,Low,1,6,2025-08-04
12650,Grace,Odhiambo,Female,2003-02-03,0774746657,graceodhiambo725@gmail.com,3,Primary,Low,1,5,2025-08-08
12651,Diana,Njeri,Female,2006-06-21,0108712307,diananjeri262@gmail.com,4,University,Middle,0,5,2025-10-24
12652,Caroline,Juma,Female,2003-02-18,0783651608,carolinejuma529@gmail.com,1,Secondary,Low,0,7,2025-09-20
12653,Zainabu,Mutiso,Female,2003-10-25,0726737841,zainabumutiso824@gmail.com,1,Secondary,Middle,1,5,2025-08-02
12654,Dorcas,Baya,Female,2000-06-03,0773181175,dorcasbaya762@gmail.com,1,Secondary,Lower-Middle,0,6,2025-08-24
12655,Neema,Mwashumbe,Female,2001-03-04,0104626333,neemamwashumbe611@gmail.com,1,Secondary,Middle,1,5,2025-05-21
12656,Faith,Munga,Female,2005-06-14,0792821993,faithmunga118@gmail.com,1,Secondary,Low,1,7,2025-09-19
12657,Ann,Kioko,Female,2001-10-08,0106122550,annkioko209@gmail.com,5,Primary,Lower-Middle,0,7,2025-09-01
12658,Lydia,Kioko,Female,2005-11-25,0770894855,lydiakioko882@gmail.com,2,Secondary,Low,1,7,2025-01-21
12659,Diana,Otieno,Female,2001-12-09,0707154667,dianaotieno252@gmail.com,3,TVET,Lower-Middle,0,7,2025-11-12
12660,Dorcas,Mutiso,Female,2001-02-09,0792120670,dorcasmutiso434@gmail.com,3,University,Lower-Middle,1,5,2025-07-19
12661,Caroline,Kenga,Female,2002-10-12,0745151567,carolinekenga790@gmail.com,2,TVET,Low,0,7,2025-03-05
12662,Janet,Odhiambo,Female,2001-02-26,0706410090,janetodhiambo720@gmail.com,6,Secondary,Middle,0,5,2025-10-19
12663,Joyce,Musyoka,Female,2000-08-28,0100344866,joycemusyoka924@gmail.com,1,Secondary,Low,0,5,2025-12-16
12664,Janet,Njeri,Female,2000-05-22,0786663667,janetnjeri738@gmail.com,6,Secondary,Low,0,7,2025-03-21
12665,Joyce,Mwakio,Female,2004-08-18,0776148174,joycemwakio618@gmail.com,1,TVET,Low,0,6,2025-10-06
12666,Diana,Omondi,Female,2008-09-02,0775417124,dianaomondi444@gmail.com,4,Secondary,Low,1,5,2025-12-24
12667,Fatuma,Mwadime,Female,2001-01-11,0741829185,fatumamwadime587@gmail.com,1,University,Lower-Middle,0,5,2025-06-25
12668,Brenda,Achieng,Female,2001-09-22,0721438658,brendaachieng977@gmail.com,4,TVET,Lower-Middle,0,7,2025-01-21
12669,Mishi,Mghoi,Female,1998-10-20,0723046170,mishimghoi331@gmail.com,3,Secondary,Low,0,5,2025-11-18
12670,Zainabu,Njeri,Female,1999-09-07,0724801588,zainabunjeri524@gmail.com,3,Secondary,Middle,1,7,2025-01-26
12671,Rose,Otieno,Female,2000-11-24,0792836499,roseotieno455@gmail.com,1,Secondary,Lower-Middle,0,6,2025-02-14
12672,Grace,Chebet,Female,2008-08-26,0778592129,gracechebet646@gmail.com,1,Secondary,Lower-Middle,0,6,2025-02-07
12673,Ann,Mwajuma,Female,2007-11-03,0766505434,annmwajuma598@gmail.com,2,University,Lower-Middle,1,5,2025-05-24
12674,Mwanajuma,Munga,Female,2003-05-18,0102586254,mwanajumamunga502@gmail.com,4,Secondary,Lower-Middle,0,5,2025-01-25
12675,Saumu,Musyoka,Female,2004-12-24,0753909843,saumumusyoka783@gmail.com,2,Secondary,Low,1,6,2025-06-24
12676,Halima,Mghoi,Female,1998-09-26,0768671815,halimamghoi836@gmail.com,4,Secondary,Lower-Middle,1,5,2025-03-11
12677,Purity,Chebet,Female,2004-04-24,0789910471,puritychebet738@gmail.com,2,Primary,Low,1,7,2025-05-07
12678,Caroline,Munga,Female,2001-02-13,0115841870,carolinemunga232@gmail.com,1,TVET,Lower-Middle,1,5,2025-10-19
12679,Purity,Mwandawiro,Female,2007-05-15,0726774894,puritymwandawiro138@gmail.com,1,Primary,Lower-Middle,0,5,2025-11-19
12680,Mercy,Mwajuma,Female,2007-02-03,0738358976,mercymwajuma525@gmail.com,2,Secondary,Low,0,6,2025-08-07
12681,Mishi,Chebet,Female,2001-05-01,0705520603,mishichebet404@gmail.com,1,University,Lower-Middle,0,5,2025-02-13
12682,Neema,Wambui,Female,2007-06-10,0706523381,neemawambui779@gmail.com,1,Secondary,Low,0,5,2025-02-03
12683,Dorcas,Mwadime,Female,2005-07-24,0777299063,dorcasmwadime263@gmail.com,2,TVET,Low,1,7,2025-11-04
12684,Ann,Kenga,Female,1998-02-10,0700526553,annkenga606@gmail.com,2,Secondary,Upper-Middle,0,5,2025-01-15
12685,Salma,Wambui,Female,2000-06-07,0748495381,salmawambui491@gmail.com,3,Secondary,Low,0,6,2025-08-26
12686,Dorcas,Achieng,Female,1997-10-26,0751117725,dorcasachieng707@gmail.com,1,Secondary,Lower-Middle,0,5,2025-09-11
12687,Sharon,Kenga,Female,1997-06-21,0739222796,sharonkenga398@gmail.com,3,Primary,Low,1,5,2025-01-03
12688,Christine,Njeri,Female,2006-08-20,0781916303,christinenjeri120@gmail.com,4,Primary,Middle,0,6,2025-04-28
12689,Mwanajuma,Achieng,Female,2000-08-21,0739364876,mwanajumaachieng473@gmail.com,1,Secondary,Low,1,5,2025-08-03
12690,Ann,Kenga,Female,2007-07-16,0712833081,annkenga861@gmail.com,4,Primary,Middle,0,5,2025-07-28
12691,Mishi,Chebet,Female,1997-05-22,0793303109,mishichebet189@gmail.com,5,Secondary,Lower-Middle,0,7,2025-11-22
12692,Neema,Odhiambo,Female,1997-03-22,0100374517,neemaodhiambo905@gmail.com,2,Primary,Middle,0,7,2025-09-03
12693,Neema,Munga,Female,2001-02-11,0772882621,neemamunga975@gmail.com,1,Secondary,Middle,0,5,2025-05-06
12694,Faith,Achieng,Female,2002-02-15,0729224296,faithachieng342@gmail.com,1,Secondary,Lower-Middle,1,5,2025-07-07
12695,Faith,Mwajuma,Female,2005-11-15,0106882240,faithmwajuma636@gmail.com,1,TVET,Middle,0,7,2025-08-17
12696,Dorcas,Kombe,Female,1998-02-27,0757240082,dorcaskombe304@gmail.com,5,University,Low,0,6,2025-06-18
12697,Faith,Mwadime,Female,2002-12-07,0740781783,faithmwadime945@gmail.com,1,Secondary,Lower-Middle,0,6,2025-02-17
12698,Diana,Kombe,Female,2002-08-01,0772177141,dianakombe980@gmail.com,1,Primary,Lower-Middle,0,5,2025-09-07
12699,Mercy,Mwangeka,Female,1998-09-07,0119675311,mercymwangeka709@gmail.com,1,Secondary,Low,0,5,2025-11-01
12700,Halima,Kenga,Female,2000-06-10,0792237044,halimakenga377@gmail.com,1,Secondary,Lower-Middle,0,5,2025-09-05
12701,Amina,Munga,Female,2002-07-07,0797251440,aminamunga823@gmail.com,4,TVET,Lower-Middle,0,5,2025-12-14
12702,Dorcas,Munga,Female,1997-02-10,0747814323,dorcasmunga366@gmail.com,3,Primary,Lower-Middle,0,5,2025-10-23
12703,Sharon,Kioko,Female,1999-09-23,0767945218,sharonkioko327@gmail.com,2,University,Low,0,7,2025-07-24
12704,Joyce,Juma,Female,2000-02-17,0738324901,joycejuma406@gmail.com,5,Primary,Low,1,5,2025-06-05
12705,Ann,Otieno,Female,2001-05-05,0110378605,annotieno758@gmail.com,2,TVET,Low,1,5,2025-06-22
12706,Caroline,Mwakio,Female,2005-09-25,0744463080,carolinemwakio824@gmail.com,4,Secondary,Low,1,5,2025-04-18
12707,Grace,Mwangeka,Female,2001-11-26,0110091799,gracemwangeka939@gmail.com,2,Secondary,Lower-Middle,0,5,2025-04-16
12708,Brenda,Wambui,Female,2006-07-22,0711085243,brendawambui140@gmail.com,3,Secondary,Low,1,5,2025-07-16
12709,Aisha,Chebet,Female,2006-09-15,0723402149,aishachebet591@gmail.com,3,University,Low,1,7,2025-07-16
12710,Purity,Kazungu,Female,1997-08-22,0104258115,puritykazungu734@gmail.com,2,Secondary,Low,0,7,2025-08-23
12711,Christine,Munga,Female,2008-12-10,0115383407,christinemunga798@gmail.com,3,Secondary,Middle,0,5,2025-03-04
12712,Faith,Njeri,Female,2006-08-06,0786042546,faithnjeri318@gmail.com,2,Secondary,Lower-Middle,0,5,2025-03-01
12713,Cynthia,Mwandawiro,Female,2004-07-09,0785199763,cynthiamwandawiro853@gmail.com,1,TVET,Low,0,6,2025-08-06
12714,Halima,Mwajuma,Female,2008-05-14,0754070850,halimamwajuma646@gmail.com,4,TVET,Middle,1,5,2025-01-26
12715,Amina,Otieno,Female,2008-01-27,0774038351,aminaotieno224@gmail.com,3,Secondary,Lower-Middle,0,6,2025-09-27
12716,Esther,Odhiambo,Female,2001-10-05,0713412521,estherodhiambo749@gmail.com,1,Secondary,Low,1,5,2025-09-25
12717,Fatuma,Achieng,Female,2004-04-12,0725274807,fatumaachieng190@gmail.com,2,Secondary,Low,0,6,2025-10-22
12718,Faith,Mghoi,Female,1999-12-28,0798358469,faithmghoi467@gmail.com,2,TVET,Middle,0,5,2025-01-25
12719,Salma,Mwangeka,Female,2005-04-08,0749858730,salmamwangeka822@gmail.com,4,Primary,Middle,0,5,2025-01-06
12720,Faith,Kenga,Female,1999-05-05,0736129226,faithkenga474@gmail.com,1,Secondary,Low,0,7,2025-06-16
12721,Rose,Odhiambo,Female,1998-10-25,0105537753,roseodhiambo901@gmail.com,5,Secondary,Low,1,6,2025-10-11
12722,Purity,Achieng,Female,1997-03-27,0725033764,purityachieng752@gmail.com,2,Secondary,Middle,0,5,2025-04-21
12723,Sharon,Omondi,Female,1999-09-22,0724006127,sharonomondi383@gmail.com,3,Primary,Low,0,5,2025-02-10
12724,Ann,Kenga,Female,1999-05-18,0791275124,annkenga826@gmail.com,6,Secondary,Lower-Middle,0,6,2025-04-18
12725,Dorcas,Mwajuma,Female,2000-11-08,0713568640,dorcasmwajuma524@gmail.com,1,Secondary,Low,0,7,2025-09-13
12726,Brenda,Kemunto,Female,2001-08-22,0106089261,brendakemunto510@gmail.com,1,Secondary,Middle,1,6,2025-05-15
12727,Brenda,Njeri,Female,2004-04-15,0787699597,brendanjeri702@gmail.com,2,Secondary,Upper-Middle,1,5,2025-09-28
12728,Mwanajuma,Kombe,Female,1997-07-04,0723694369,mwanajumakombe887@gmail.com,2,TVET,Low,0,7,2025-06-15
12729,Sheila,Achieng,Female,2002-07-16,0742497057,sheilaachieng169@gmail.com,2,Secondary,Upper-Middle,0,6,2025-05-09
12730,Sheila,Mutiso,Female,2004-02-26,0735951586,sheilamutiso721@gmail.com,1,Primary,Lower-Middle,0,6,2025-01-26
12731,Sheila,Mutiso,Female,2003-10-11,0757845763,sheilamutiso230@gmail.com,1,Secondary,Lower-Middle,1,7,2025-01-03
12732,Aisha,Wambui,Female,2005-06-13,0706496069,aishawambui801@gmail.com,5,Secondary,Middle,1,6,2025-05-22
12733,Fatuma,Kioko,Female,1998-02-07,0731014951,fatumakioko684@gmail.com,3,Secondary,Low,1,5,2025-07-22
12734,Diana,Juma,Female,2007-11-12,0771041284,dianajuma181@gmail.com,1,Secondary,Lower-Middle,1,5,2025-03-14
12735,Grace,Kioko,Female,2005-08-03,0114749433,gracekioko652@gmail.com,2,Secondary,Low,0,5,2025-04-09
12736,Joyce,Kemunto,Female,2004-11-10,0783420833,joycekemunto705@gmail.com,4,Secondary,Low,0,6,2025-05-25
12737,Saumu,Musyoka,Female,2000-05-07,0741871654,saumumusyoka779@gmail.com,5,Primary,Low,0,5,2025-04-01
12738,Purity,Chebet,Female,2007-12-06,0705029899,puritychebet705@gmail.com,2,Primary,Low,0,5,2025-07-23
12739,Janet,Chebet,Female,2003-05-11,0775302845,janetchebet630@gmail.com,3,Secondary,Low,1,5,2025-08-19
12740,Mercy,Baya,Female,2008-07-16,0704356936,mercybaya729@gmail.com,4,Secondary,Low,1,5,2025-08-18
12741,Neema,Mwangeka,Female,2006-09-25,0700855118,neemamwangeka164@gmail.com,2,University,Lower-Middle,1,7,2025-03-16
12742,Ann,Achieng,Female,2005-11-06,0710122456,annachieng114@gmail.com,1,Primary,Low,0,5,2025-08-26
12743,Neema,Omondi,Female,2006-03-12,0791030031,neemaomondi289@gmail.com,5,TVET,Lower-Middle,1,5,2025-09-24
12744,Joyce,Mghoi,Female,2001-01-19,0791764667,joycemghoi500@gmail.com,1,Secondary,Lower-Middle,0,5,2025-04-15
12745,Aisha,Otieno,Female,2008-08-16,0729319291,aishaotieno819@gmail.com,2,Secondary,Middle,0,5,2025-08-08
12746,Brenda,Musyoka,Female,2004-02-15,0745956757,brendamusyoka149@gmail.com,1,University,Lower-Middle,0,5,2025-04-17
12747,Lydia,Odhiambo,Female,2002-09-28,0711011831,lydiaodhiambo894@gmail.com,3,Secondary,Low,1,5,2025-02-17
12748,Rose,Mwandawiro,Female,2004-03-05,0721043469,rosemwandawiro442@gmail.com,5,Secondary,Upper-Middle,1,5,2025-12-17
12749,Mishi,Mwandawiro,Female,2004-12-14,0748931408,mishimwandawiro443@gmail.com,3,Secondary,Lower-Middle,0,5,2025-06-20
12750,Purity,Juma,Female,2000-05-13,0742296177,purityjuma266@gmail.com,2,Primary,Low,0,5,2025-02-01
12751,Lydia,Mwandawiro,Female,2008-11-28,0777111867,lydiamwandawiro625@gmail.com,1,University,Low,0,6,2025-09-10
12752,Diana,Baya,Female,1998-10-25,0797625200,dianabaya702@gmail.com,1,Primary,Lower-Middle,0,5,2025-09-27
12753,Esther,Kioko,Female,2008-10-13,0716920879,estherkioko567@gmail.com,3,Secondary,Lower-Middle,1,5,2025-06-09
12754,Brenda,Juma,Female,2004-03-18,0799665116,brendajuma761@gmail.com,2,Secondary,Low,0,5,2025-01-11
12755,Lydia,Mutiso,Female,2001-03-27,0108221977,lydiamutiso971@gmail.com,6,Primary,Lower-Middle,0,6,2025-12-17
12756,Diana,Mwakio,Female,2006-07-14,0118820572,dianamwakio611@gmail.com,2,Secondary,Low,1,7,2025-08-04
12757,Halima,Mwashumbe,Female,2005-01-25,0112435000,halimamwashumbe194@gmail.com,1,Secondary,Middle,0,5,2025-06-14
12758,Esther,Kombe,Female,1998-11-23,0776184052,estherkombe923@gmail.com,2,Secondary,Middle,1,6,2025-06-14
12759,Mishi,Masha,Female,2008-04-04,0774459944,mishimasha295@gmail.com,1,Primary,Low,1,7,2025-07-13
12760,Sheila,Mghoi,Female,2006-04-03,0778273958,sheilamghoi930@gmail.com,2,Secondary,Lower-Middle,0,7,2025-05-17
12761,Grace,Mwangeka,Female,2007-11-10,0743863324,gracemwangeka254@gmail.com,2,TVET,Low,1,7,2025-08-01
12762,Zainabu,Kemunto,Female,2006-05-28,0782243182,zainabukemunto684@gmail.com,1,Secondary,Low,0,7,2025-04-05
12763,Cynthia,Odhiambo,Female,2003-04-28,0745704840,cynthiaodhiambo935@gmail.com,4,TVET,Lower-Middle,0,7,2025-05-18
12764,Grace,Mwakio,Female,1997-01-06,0771372081,gracemwakio646@gmail.com,4,Secondary,Lower-Middle,0,6,2025-09-28
12765,Lydia,Omondi,Female,2001-05-18,0710523933,lydiaomondi279@gmail.com,1,University,Middle,0,5,2025-10-06
12766,Agnes,Mwadime,Female,2003-03-22,0709489118,agnesmwadime189@gmail.com,1,Primary,Upper-Middle,0,5,2025-04-20
12767,Grace,Kombe,Female,2004-01-15,0742966639,gracekombe966@gmail.com,2,Primary,Lower-Middle,1,6,2025-09-04
12768,Rose,Musyoka,Female,2007-05-10,0779989339,rosemusyoka328@gmail.com,3,Secondary,Lower-Middle,0,5,2025-10-16
12769,Mercy,Mwashumbe,Female,2005-04-17,0757943490,mercymwashumbe793@gmail.com,1,Primary,Low,0,5,2025-10-18
12770,Dorcas,Mwakio,Female,2002-04-14,0782435094,dorcasmwakio154@gmail.com,1,Secondary,Middle,1,5,2025-07-01
12771,Zainabu,Chebet,Female,2005-10-10,0745544676,zainabuchebet293@gmail.com,2,Primary,Upper-Middle,1,5,2025-07-20
12772,Caroline,Masha,Female,2003-03-15,0764449069,carolinemasha291@gmail.com,5,Secondary,Lower-Middle,1,5,2025-07-22
12773,Mercy,Kombe,Female,2007-04-13,0710858977,mercykombe692@gmail.com,2,Secondary,Upper-Middle,1,5,2025-08-27
12774,Faith,Achieng,Female,2002-01-27,0774427229,faithachieng702@gmail.com,3,University,Upper-Middle,0,7,2025-04-03
12775,Halima,Juma,Female,1998-06-27,0726053011,halimajuma386@gmail.com,1,Secondary,Lower-Middle,0,6,2025-10-21
12776,Agnes,Kenga,Female,2003-09-06,0735260512,agneskenga281@gmail.com,2,Secondary,Low,1,5,2025-07-12
12777,Lydia,Masha,Female,2003-02-02,0109386676,lydiamasha865@gmail.com,2,Secondary,Middle,0,6,2025-08-08
12778,Salma,Omondi,Female,2000-10-04,0107957869,salmaomondi499@gmail.com,2,TVET,Low,0,5,2025-10-02
12779,Mwanajuma,Mutiso,Female,2000-08-07,0738542285,mwanajumamutiso231@gmail.com,1,TVET,Low,0,5,2025-12-14
12780,Joyce,Mwajuma,Female,2003-12-19,0734804722,joycemwajuma561@gmail.com,4,Secondary,Low,0,6,2025-10-06
12781,Dorcas,Achieng,Female,2004-04-23,0724464218,dorcasachieng763@gmail.com,4,University,Lower-Middle,0,7,2025-11-17
12782,Ann,Odhiambo,Female,1998-03-25,0112544385,annodhiambo497@gmail.com,2,Secondary,Lower-Middle,1,5,2025-05-06
12783,Rose,Mghoi,Female,2007-02-10,0724245937,rosemghoi400@gmail.com,3,Secondary,Low,1,6,2025-06-26
12784,Brenda,Kemunto,Female,2008-06-27,0750653841,brendakemunto176@gmail.com,4,Secondary,Middle,1,5,2025-04-13
12785,Mwanajuma,Mwakio,Female,1999-05-20,0756786788,mwanajumamwakio350@gmail.com,3,University,Middle,1,7,2025-03-28
12786,Faith,Wambui,Female,1998-09-03,0703436727,faithwambui711@gmail.com,1,University,Low,1,5,2025-08-16
12787,Lydia,Mwashumbe,Female,1999-09-02,0708595147,lydiamwashumbe866@gmail.com,2,Primary,Low,0,6,2025-06-25
12788,Mariam,Mghoi,Female,2008-11-14,0112395978,mariammghoi416@gmail.com,5,Secondary,Low,0,6,2025-08-03
12789,Joyce,Njeri,Female,2005-01-10,0740286816,joycenjeri286@gmail.com,6,University,Middle,0,5,2025-04-27
12790,Mercy,Mwadime,Female,1997-02-17,0786105495,mercymwadime402@gmail.com,1,Primary,Low,1,5,2025-09-14
12791,Mwanajuma,Kombe,Female,1999-12-15,0731998413,mwanajumakombe802@gmail.com,6,Secondary,Upper-Middle,0,5,2025-04-14
12792,Dorcas,Mwashumbe,Female,2003-09-10,0741144256,dorcasmwashumbe739@gmail.com,2,University,Low,1,5,2025-11-14
12793,Purity,Musyoka,Female,2007-05-13,0772095064,puritymusyoka888@gmail.com,3,TVET,Low,0,5,2025-05-19
12794,Halima,Mutiso,Female,2004-01-25,0735720675,halimamutiso942@gmail.com,2,Secondary,Low,0,5,2025-07-23
12795,Dorcas,Kombe,Female,1998-04-21,0740839698,dorcaskombe439@gmail.com,4,Secondary,Low,0,5,2025-09-03
12796,Agnes,Mwakio,Female,2003-11-26,0101721062,agnesmwakio383@gmail.com,2,Primary,Lower-Middle,1,5,2025-10-16
12797,Zainabu,Mutiso,Female,2004-08-17,0100055357,zainabumutiso763@gmail.com,1,TVET,Low,1,5,2025-06-24
12798,Sharon,Mutiso,Female,2008-07-02,0116124243,sharonmutiso568@gmail.com,3,Secondary,Lower-Middle,1,5,2025-11-18
12799,Rose,Masha,Female,1999-07-10,0766507690,rosemasha491@gmail.com,2,Secondary,Low,1,5,2025-04-26
12800,Neema,Munga,Female,2005-04-01,0780981372,neemamunga122@gmail.com,4,Secondary,Middle,0,5,2025-06-06
12801,Sharon,Musyoka,Female,2008-05-17,0718029319,sharonmusyoka766@gmail.com,1,Secondary,Lower-Middle,0,7,2025-07-15
12802,Caroline,Munga,Female,2005-05-12,0758951921,carolinemunga337@gmail.com,2,University,Low,1,5,2025-11-14
12803,Cynthia,Musyoka,Female,1999-12-27,0790765561,cynthiamusyoka395@gmail.com,1,Primary,Low,0,6,2025-02-21
12804,Zainabu,Mwadime,Female,1997-12-21,0791442266,zainabumwadime946@gmail.com,3,University,Low,0,7,2025-12-05
12805,Diana,Mghoi,Female,2006-09-16,0764735097,dianamghoi119@gmail.com,2,TVET,Low,0,5,2025-04-01
12806,Grace,Mwangeka,Female,2001-02-17,0747036783,gracemwangeka362@gmail.com,1,TVET,Middle,1,5,2025-01-20
12807,Diana,Kazungu,Female,2007-01-26,0756111252,dianakazungu746@gmail.com,2,Secondary,Low,0,5,2025-10-15
12808,Mercy,Kazungu,Female,2004-04-14,0781972458,mercykazungu621@gmail.com,1,Secondary,Low,1,7,2025-02-20
12809,Rose,Kioko,Female,1998-10-04,0774543294,rosekioko878@gmail.com,3,Primary,Lower-Middle,0,5,2025-06-15
12810,Neema,Mwajuma,Female,2006-03-07,0108768348,neemamwajuma381@gmail.com,2,Secondary,Low,0,7,2025-01-24
