enrollment_id,application_id,enrollment_date,completion_status,completion_date
1201,6101,2023-01-12,Completed,2023-03-03
1202,6102,2023-07-23,Completed,2023-03-08
1203,6105,2023-10-27,Completed,2023-10-15
1204,6106,2023-09-02,Completed,2023-03-13
1205,6107,2023-08-14,Completed,2023-10-16
1206,6108,2023-12-04,Completed,2023-03-13
1207,6109,2023-07-15,Completed,2023-09-18
1208,6112,2023-12-20,Completed,2023-06-12
1209,6113,2023-04-10,Completed,2023-06-12
1210,6114,2023-10-12,Completed,2023-03-15
1211,6115,2023-10-19,Completed,2023-12-24
1212,6116,2023-05-16,Completed,2023-06-09
1213,6117,2023-09-16,Completed,2023-10-09
1214,6118,2023-06-18,Completed,2023-04-14
1215,6119,2023-10-21,Completed,2023-06-20
1216,6120,2023-06-15,Completed,2023-08-19
1217,6122,2023-09-10,Completed,2023-03-08
1218,6123,2023-10-15,Completed,2023-03-03
1219,6124,2023-04-21,Completed,2023-03-06
1220,6127,2023-11-02,Completed,2023-08-20
1221,6128,2023-07-17,Completed,2023-09-18
1222,6129,2023-04-18,Completed,2023-06-23
1223,6130,2023-09-08,Completed,2023-11-12
1224,6131,2023-04-18,Completed,2023-06-20
1225,6132,2023-09-08,Completed,2023-10-07
1226,6133,2023-10-19,Completed,2023-12-19
1227,6134,2023-04-07,Completed,2023-03-06
1228,6135,2023-08-30,Completed,2023-03-06
1229,6136,2023-08-14,Withdrawn,2023-09-06
1230,6137,2023-08-14,Completed,2023-10-16
1231,6138,2023-07-15,Completed,2023-09-17
1232,6139,2023-05-29,Completed,2023-03-15
1233,6140,2023-12-03,Completed,2023-11-12
1234,6141,2023-10-23,Completed,2023-04-11
1235,6142,2023-08-31,Completed,2023-03-13
1236,6143,2023-08-17,Completed,2023-06-10
1237,6144,2023-10-21,Completed,2023-06-23
1238,6145,2023-04-06,Completed,2023-04-16
1239,6146,2023-07-15,Withdrawn,2023-08-19
1240,6147,2023-03-19,Completed,2023-03-16
1241,6149,2023-08-23,Withdrawn,2023-04-11
1242,6150,2023-02-13,Completed,2023-03-05
1243,6151,2023-07-23,Completed,2023-09-18
1244,6152,2023-07-15,Completed,2023-09-18
1245,6153,2023-12-15,Completed,2023-10-18
1246,6154,2023-08-19,Completed,2023-06-14
1247,6155,2023-07-15,Completed,2023-09-17
1248,6156,2023-09-02,Completed,2023-04-14
1249,6157,2023-08-14,Completed,2023-10-19
1250,6158,2023-09-08,Completed,2023-11-13
1251,6159,2023-11-22,Completed,2023-12-21
1252,6160,2023-05-23,Completed,2023-03-08
1253,6161,2023-12-12,Completed,2023-08-19
1254,6162,2023-10-11,Completed,2023-09-18
1255,6164,2023-04-23,Completed,2023-06-10
1256,6165,2023-10-19,Completed,2023-12-23
1257,6166,2023-10-10,Completed,2023-06-09
1258,6167,2023-09-08,Completed,2023-11-11
1259,6168,2023-10-19,Completed,2023-12-23
1260,6169,2023-04-18,Completed,2023-06-23
1261,6170,2023-12-06,Completed,2023-04-16
1262,6171,2023-08-04,Completed,2023-10-08
1263,6172,2023-08-04,Completed,2023-10-06
1264,6173,2023-10-19,Completed,2023-12-24
1265,6174,2023-12-01,Completed,2023-06-20
1266,6175,2023-12-12,Completed,2023-09-15
1267,6176,2023-04-18,Completed,2023-06-19
1268,6177,2023-03-02,Completed,2023-03-13
1269,6178,2023-01-28,Completed,2023-03-15
1270,6179,2023-02-15,Completed,2023-04-13
1271,6180,2023-07-15,Completed,2023-09-19
1272,6181,2023-02-21,Completed,2023-03-11
1273,6182,2023-07-19,Completed,2023-03-06
1274,6183,2023-07-10,Withdrawn,2023-04-14
1275,6184,2023-08-31,Completed,2023-06-14
1276,6186,2023-06-15,Completed,2023-08-16
1277,6187,2023-07-09,Completed,2023-06-12
1278,6189,2023-06-06,Completed,2023-03-08
1279,6190,2023-08-22,Completed,2023-04-19
1280,6191,2023-08-14,Completed,2023-10-14
1281,6192,2023-04-23,Withdrawn,2023-05-04
1282,6193,2023-09-18,Completed,2023-04-12
1283,6194,2023-08-14,Completed,2023-10-19
1284,6195,2023-10-19,Completed,2023-12-23
1285,6196,2023-10-10,Completed,2023-10-09
1286,6197,2023-08-25,Completed,2023-03-13
1287,6198,2023-04-10,Completed,2023-06-10
1288,6199,2023-04-30,Completed,2023-04-13
1289,6200,2023-10-19,Completed,2023-12-19
1290,6201,2023-07-18,Completed,2023-06-12
1291,6202,2023-08-14,Completed,2023-10-14
1292,6203,2023-09-21,Completed,2023-11-11
1293,6204,2023-05-29,Completed,2023-03-11
1294,6205,2023-07-15,Withdrawn,2023-07-21
1295,6207,2023-09-08,Completed,2023-11-13
1296,6209,2023-08-04,Completed,2023-10-04
1297,6211,2023-06-15,Completed,2023-08-19
1298,6212,2023-05-26,Completed,2023-06-10
1299,6213,2023-08-19,Completed,2023-09-15
1300,6214,2023-06-16,Completed,2023-06-11
1301,6215,2023-11-04,Completed,2023-10-05
1302,6216,2023-06-15,Completed,2023-08-19
1303,6217,2023-10-19,Completed,2023-12-20
1304,6218,2023-08-28,Completed,2023-08-15
1305,6220,2023-08-14,Completed,2023-10-17
1306,6222,2023-05-02,Completed,2023-03-08
1307,6223,2023-08-14,Completed,2023-10-16
1308,6224,2023-11-29,Completed,2023-08-17
1309,6225,2023-08-04,Completed,2023-10-04
1310,6226,2023-06-15,Completed,2023-08-20
1311,6227,2023-07-15,Completed,2023-09-15
1312,6228,2023-12-19,Completed,2023-04-14
1313,6229,2023-12-18,Completed,2023-03-06
1314,6230,2023-03-30,Withdrawn,2023-03-03
1315,6231,2023-03-08,Completed,2023-04-16
1316,6233,2023-01-23,Withdrawn,2023-03-03
1317,6237,2023-07-15,Completed,2023-09-15
1318,6239,2023-09-08,Completed,2023-11-11
1319,6240,2023-04-10,Completed,2023-06-12
1320,6242,2023-07-15,Completed,2023-09-20
1321,6244,2023-10-30,Completed,2023-04-16
1322,6245,2023-08-04,Completed,2023-10-09
1323,6246,2023-11-02,Completed,2023-08-18
1324,6247,2023-10-11,Completed,2023-06-11
1325,6248,2023-11-15,Completed,2023-03-12
1326,6250,2023-07-22,Completed,2023-04-11
1327,6251,2023-08-04,Completed,2023-10-08
1328,6252,2023-12-04,Completed,2023-06-22
1329,6253,2024-01-08,Withdrawn,2023-03-11
1330,6254,2023-10-09,Completed,2023-03-03
1331,6255,2023-07-27,Completed,2023-06-19
1332,6256,2023-08-14,Completed,2023-06-22
1333,6257,2023-12-15,Completed,2023-11-11
1334,6259,2023-12-29,Completed,2023-06-11
1335,6260,2023-02-18,Completed,2023-04-15
1336,6261,2023-04-13,Completed,2023-04-11
1337,6262,2023-12-24,Completed,2023-04-19
1338,6263,2023-06-20,Withdrawn,2023-03-11
1339,6265,2023-10-19,Completed,2023-12-24
1340,6266,2023-07-15,Completed,2023-09-17
1341,6267,2023-03-10,Completed,2023-03-06
1342,6268,2023-11-11,Completed,2023-10-15
1343,6270,2023-06-15,Completed,2023-08-20
1344,6272,2023-05-24,Completed,2023-04-18
1345,6273,2023-08-04,Completed,2023-10-08
1346,6274,2023-07-15,Completed,2023-09-18
1347,6275,2023-09-12,Completed,2023-11-09
1348,6276,2023-03-10,Withdrawn,2023-03-11
1349,6277,2023-06-15,Completed,2023-08-15
1350,6279,2023-12-31,Completed,2023-03-10
1351,6280,2023-10-15,Completed,2023-06-11
1352,6281,2023-01-20,Completed,2023-03-06
1353,6283,2023-02-27,Completed,2023-03-05
1354,6284,2023-12-21,Completed,2023-06-09
1355,6285,2023-12-01,Completed,2023-06-11
1356,6286,2023-10-19,Completed,2023-12-22
1357,6288,2023-10-02,Completed,2023-06-12
1358,6291,2023-10-31,Completed,2023-04-15
1359,6293,2023-09-08,Completed,2023-11-10
1360,6294,2023-11-08,Completed,2023-09-20
1361,6295,2023-09-26,Withdrawn,2023-06-10
1362,6296,2023-10-14,Completed,2023-03-08
1363,6297,2023-09-08,Completed,2023-11-10
1364,6299,2023-11-23,Completed,2023-11-10
1365,6300,2023-08-30,Completed,2023-06-13
1366,6301,2023-07-29,Completed,2023-03-08
1367,6302,2023-08-24,Completed,2023-06-10
1368,6307,2023-10-31,Completed,2023-06-11
1369,6308,2023-07-20,Completed,2023-09-19
1370,6309,2023-06-30,Completed,2023-08-16
1371,6310,2023-05-21,Completed,2023-03-05
1372,6311,2023-08-14,Completed,2023-10-14
1373,6312,2023-04-18,Completed,2023-06-19
1374,6313,2023-08-04,Completed,2023-10-05
1375,6314,2023-03-25,Completed,2023-04-13
1376,6315,2023-11-21,Completed,2023-06-12
1377,6319,2023-07-05,Completed,2023-06-09
1378,6320,2023-10-19,Completed,2023-12-20
1379,6321,2023-10-12,Completed,2023-04-11
1380,6323,2023-08-14,Completed,2023-10-14
1381,6325,2023-10-16,Completed,2023-10-04
1382,6326,2023-01-20,Completed,2023-03-11
1383,6327,2023-07-16,Completed,2023-06-13
1384,6328,2023-12-17,Completed,2023-03-05
1385,6329,2023-08-14,Completed,2023-10-19
1386,6330,2023-08-14,Completed,2023-10-14
1387,6331,2023-07-06,Completed,2023-04-17
1388,6334,2023-07-29,Completed,2023-06-15
1389,6335,2023-10-15,Completed,2023-06-13
1390,6336,2023-08-01,Completed,2023-06-13
1391,6337,2023-05-31,Withdrawn,2023-04-14
1392,6338,2023-05-02,Completed,2023-03-15
1393,6339,2023-12-21,Completed,2023-04-16
1394,6340,2023-05-27,Completed,2023-04-19
1395,6341,2023-03-09,Completed,2023-03-09
1396,6342,2023-08-13,Completed,2023-03-04
1397,6343,2023-08-04,Completed,2023-10-08
1398,6345,2023-09-08,Completed,2023-11-13
1399,6346,2023-11-29,Withdrawn,2023-12-12
1400,6347,2023-07-11,Completed,2023-06-13
1401,6349,2023-10-18,Withdrawn,2023-10-04
1402,6350,2023-09-08,Completed,2023-11-08
1403,6351,2023-12-14,Completed,2023-12-20
1404,6353,2023-03-17,Completed,2023-04-12
1405,6355,2023-10-19,Completed,2023-12-19
1406,6356,2023-10-01,Completed,2023-03-04
1407,6357,2023-11-07,Completed,2023-06-14
1408,6358,2023-02-20,Completed,2023-04-16
1409,6359,2023-07-15,Withdrawn,2023-09-09
1410,6360,2023-06-15,Withdrawn,2023-07-14
1411,6361,2023-10-19,Completed,2023-12-20
1412,6362,2023-06-15,Completed,2023-08-19
1413,6363,2023-09-28,Withdrawn,2023-08-15
1414,6364,2023-11-11,Completed,2023-03-12
1415,6365,2023-10-19,Completed,2023-12-19
1416,6367,2023-10-19,Completed,2023-12-22
1417,6369,2023-06-24,Completed,2023-06-11
1418,6370,2023-10-14,Completed,2023-03-03
1419,6371,2024-01-03,Completed,2023-03-11
1420,6373,2023-03-26,Completed,2023-04-18
1421,6375,2023-06-11,Completed,2023-06-12
1422,6376,2023-10-19,Completed,2023-12-22
1423,6377,2023-08-14,Completed,2023-10-19
1424,6379,2023-07-06,Completed,2023-06-15
1425,6380,2023-06-15,Withdrawn,2023-08-10
1426,6381,2023-11-11,Completed,2023-06-09
1427,6382,2023-05-01,Completed,2023-04-19
1428,6383,2023-11-01,Withdrawn,2023-11-08
1429,6386,2023-09-08,Completed,2023-11-13
1430,6387,2023-05-01,Withdrawn,2023-04-14
1431,6391,2023-11-23,Completed,2023-03-08
1432,6392,2023-05-29,Completed,2023-04-13
1433,6393,2023-04-26,Completed,2023-06-10
1434,8602,2024-07-09,Completed,2024-09-09
1435,8603,2024-08-30,Completed,2024-10-13
1436,8604,2024-08-20,Completed,2024-10-10
1437,8605,2024-06-04,Completed,2024-08-07
1438,8607,2024-06-04,Completed,2024-08-05
1439,8608,2024-04-25,Withdrawn,2024-03-06
1440,8609,2024-10-26,Completed,2024-11-04
1441,8612,2024-09-07,Completed,2024-08-06
1442,8613,2024-10-16,Completed,2024-11-06
1443,8615,2024-08-07,Completed,2024-10-09
1444,8616,2024-09-01,Completed,2024-11-02
1445,8618,2024-08-23,Completed,2024-06-03
1446,8619,2024-07-09,Completed,2024-09-12
1447,8621,2024-06-04,Completed,2024-08-05
1448,8622,2024-08-04,Withdrawn,2024-08-04
1449,8623,2024-06-02,Completed,2024-08-06
1450,8624,2024-07-06,Completed,2024-09-10
1451,8625,2024-10-18,Completed,2024-12-19
1452,8627,2024-08-09,Completed,2024-03-11
1453,8628,2024-10-25,Completed,2024-11-21
1454,8629,2024-07-09,Completed,2024-09-11
1455,8630,2024-04-11,Completed,2024-03-09
1456,8631,2024-12-03,Completed,2024-11-05
1457,8632,2024-09-30,Completed,2024-06-07
1458,8633,2024-10-18,Completed,2024-06-23
1459,8634,2024-10-12,Completed,2024-10-15
1460,8635,2024-04-18,Completed,2024-06-23
1461,8636,2024-12-22,Completed,2024-10-15
1462,8637,2024-06-04,Withdrawn,2024-07-08
1463,8638,2024-08-26,Completed,2024-09-09
1464,8639,2024-10-18,Completed,2024-12-21
1465,8641,2024-05-02,Completed,2024-06-06
1466,8642,2024-08-24,Completed,2024-03-07
1467,8643,2024-06-02,Completed,2024-08-03
1468,8644,2024-04-18,Completed,2024-06-21
1469,8645,2024-11-15,Completed,2024-03-09
1470,8646,2024-09-10,Completed,2024-11-08
1471,8647,2024-11-11,Completed,2024-11-20
1472,8648,2024-10-10,Completed,2024-06-03
1473,8649,2024-09-04,Completed,2024-11-04
1474,8650,2024-10-18,Completed,2024-12-18
1475,8652,2024-02-03,Completed,2024-03-05
1476,8653,2024-08-10,Completed,2024-10-11
1477,8655,2024-06-04,Completed,2024-08-04
1478,8656,2024-11-21,Withdrawn,2024-11-16
1479,8657,2024-09-30,Completed,2024-08-06
1480,8658,2024-07-09,Completed,2024-09-10
1481,8659,2024-09-23,Completed,2024-11-18
1482,8660,2024-05-18,Completed,2024-03-08
1483,8661,2024-06-18,Completed,2024-08-08
1484,8662,2024-12-31,Withdrawn,2024-09-06
1485,8663,2024-12-12,Completed,2024-06-06
1486,8664,2024-01-28,Completed,2024-03-04
1487,8665,2024-08-10,Completed,2024-10-14
1488,8666,2024-09-03,Completed,2024-08-07
1489,8667,2024-08-10,Completed,2024-10-15
1490,8668,2024-12-31,Completed,2024-06-11
1491,8669,2024-09-04,Completed,2024-11-08
1492,8670,2024-12-18,Completed,2024-11-17
1493,8671,2024-06-02,Completed,2024-08-06
1494,8672,2024-09-16,Completed,2024-11-21
1495,8673,2024-09-01,Completed,2024-11-04
1496,8674,2024-11-21,Completed,2024-12-21
1497,8676,2024-09-17,Completed,2024-11-17
1498,8677,2024-06-04,Completed,2024-08-08
1499,8678,2024-09-04,Completed,2024-11-07
1500,8679,2024-10-18,Completed,2024-12-20
1501,8680,2024-04-18,Completed,2024-06-18
1502,8681,2024-09-01,Completed,2024-11-05
1503,8682,2024-06-04,Completed,2024-08-04
1504,8683,2024-09-04,Completed,2024-11-05
1505,8685,2024-10-05,Completed,2024-06-07
1506,8686,2024-09-16,Completed,2024-11-21
1507,8687,2024-10-27,Completed,2024-10-08
1508,8688,2024-08-07,Completed,2024-10-10
1509,8689,2024-01-18,Completed,2024-03-07
1510,8690,2024-01-26,Completed,2024-03-10
1511,8691,2024-01-17,Completed,2024-03-07
1512,8692,2024-09-01,Completed,2024-11-03
1513,8693,2024-09-01,Completed,2024-11-06
1514,8695,2024-08-07,Completed,2024-06-09
1515,8696,2024-06-04,Completed,2024-08-07
1516,8697,2024-09-16,Completed,2024-11-21
1517,8698,2024-12-11,Completed,2024-03-07
1518,8699,2024-06-17,Completed,2024-06-18
1519,8700,2024-12-27,Completed,2024-09-08
1520,8701,2024-07-06,Completed,2024-09-11
1521,8702,2024-08-07,Completed,2024-10-12
1522,8704,2024-07-09,Completed,2024-09-12
1523,8705,2024-02-17,Completed,2024-03-11
1524,8707,2024-08-07,Withdrawn,2024-10-01
1525,8708,2024-08-10,Completed,2024-10-10
1526,8709,2024-06-25,Completed,2024-06-09
1527,8710,2024-10-08,Completed,2024-11-03
1528,8711,2024-04-18,Completed,2024-06-22
1529,8712,2024-05-07,Completed,2024-07-12
1530,8713,2024-07-01,Completed,2024-08-06
1531,8715,2024-03-18,Completed,2024-03-09
1532,8716,2024-09-04,Withdrawn,2024-10-09
1533,8717,2024-06-04,Completed,2024-08-05
1534,8718,2024-07-21,Completed,2024-07-08
1535,8719,2024-06-04,Completed,2024-08-06
1536,8720,2024-07-12,Completed,2024-06-22
1537,8722,2024-06-29,Completed,2024-06-23
1538,8723,2024-07-06,Completed,2024-09-07
1539,8724,2024-08-07,Completed,2024-10-12
1540,8727,2024-08-07,Completed,2024-08-07
1541,8728,2024-10-18,Withdrawn,2024-11-01
1542,8729,2024-08-10,Completed,2024-10-11
1543,8731,2024-11-09,Completed,2024-10-12
1544,8732,2024-12-07,Completed,2024-08-03
1545,8733,2024-10-09,Completed,2024-11-21
1546,8734,2025-01-02,Completed,2024-10-10
1547,8735,2024-10-10,Completed,2024-11-21
1548,8736,2024-12-19,Completed,2024-08-04
1549,8737,2024-09-04,Completed,2024-11-08
1550,8739,2024-12-15,Completed,2024-07-12
1551,8741,2024-08-20,Completed,2024-10-10
1552,8742,2024-04-06,Withdrawn,2024-04-23
1553,8743,2024-11-04,Completed,2024-11-16
1554,8746,2024-11-19,Completed,2024-11-05
1555,8747,2024-10-23,Completed,2024-03-09
1556,8750,2024-07-23,Completed,2024-03-08
1557,8751,2024-10-12,Withdrawn,2024-09-09
1558,8752,2024-07-09,Completed,2024-09-10
1559,8755,2024-09-04,Completed,2024-11-08
1560,8756,2024-09-06,Completed,2024-11-01
1561,8757,2024-12-17,Completed,2024-09-13
1562,8759,2024-09-04,Completed,2024-11-06
1563,8761,2024-10-28,Completed,2024-03-08
1564,8762,2024-04-18,Completed,2024-06-18
1565,8763,2024-08-07,Completed,2024-10-10
1566,8764,2024-09-29,Completed,2024-10-12
1567,8765,2024-09-04,Completed,2024-11-06
1568,8766,2024-04-24,Completed,2024-06-07
1569,8768,2024-09-16,Completed,2024-06-11
1570,8771,2024-08-10,Completed,2024-10-14
1571,8772,2024-04-07,Completed,2024-06-07
1572,8773,2024-11-17,Completed,2024-11-19
1573,8774,2024-12-29,Completed,2024-10-11
1574,8776,2024-09-04,Completed,2024-11-04
1575,8777,2024-07-10,Completed,2024-06-11
1576,8778,2024-05-07,Completed,2024-07-08
1577,8779,2024-11-16,Completed,2024-09-13
1578,8781,2024-05-09,Completed,2024-03-04
1579,8782,2024-12-06,Completed,2024-10-10
1580,8783,2024-09-15,Completed,2024-09-11
1581,8784,2024-11-01,Completed,2024-12-22
1582,8785,2024-10-25,Completed,2024-09-11
1583,8786,2024-06-02,Withdrawn,2024-07-15
1584,8788,2024-09-30,Completed,2024-11-05
1585,8789,2024-11-29,Completed,2024-03-10
1586,8790,2024-08-10,Completed,2024-10-14
1587,8791,2024-11-17,Withdrawn,2024-09-09
1588,8792,2024-12-09,Completed,2024-06-18
1589,8793,2024-01-29,Completed,2024-03-08
1590,8794,2024-07-09,Completed,2024-09-10
1591,8795,2024-07-06,Completed,2024-09-10
1592,8796,2025-01-01,Completed,2024-08-08
1593,8797,2024-09-01,Completed,2024-11-05
1594,8798,2024-10-27,Completed,2024-03-09
1595,8799,2024-06-22,Completed,2024-03-06
1596,8800,2024-05-07,Completed,2024-07-11
1597,8801,2024-03-07,Completed,2024-03-05
1598,8802,2024-06-02,Completed,2024-08-02
1599,8803,2024-10-30,Completed,2024-07-12
1600,8805,2024-12-05,Completed,2024-08-07
1601,8806,2024-04-18,Completed,2024-06-22
1602,8807,2024-09-22,Completed,2024-07-11
1603,8808,2024-06-14,Completed,2024-08-05
1604,8809,2024-09-16,Completed,2024-11-18
1605,8810,2024-09-16,Completed,2024-11-21
1606,8811,2025-01-03,Completed,2024-11-18
1607,8812,2024-04-03,Completed,2024-06-06
1608,8813,2024-06-04,Completed,2024-08-06
1609,8814,2024-05-27,Withdrawn,2024-06-03
1610,8815,2024-10-11,Completed,2024-07-08
1611,8816,2024-04-18,Completed,2024-06-20
1612,8817,2024-08-10,Completed,2024-10-10
1613,8818,2024-12-03,Completed,2024-11-09
1614,8820,2024-08-01,Completed,2024-08-02
1615,8821,2024-09-04,Completed,2024-11-09
1616,8822,2024-10-18,Completed,2024-12-21
1617,8824,2024-04-18,Completed,2024-06-19
1618,8825,2024-06-04,Withdrawn,2024-07-20
1619,8826,2024-06-02,Completed,2024-08-04
1620,8827,2024-09-16,Completed,2024-11-18
1621,8828,2024-04-06,Completed,2024-06-11
1622,8829,2024-08-08,Completed,2024-09-13
1623,8830,2024-12-22,Completed,2024-10-14
1624,8831,2024-03-31,Completed,2024-03-09
1625,8832,2024-08-29,Completed,2024-06-21
1626,8833,2024-06-20,Completed,2024-06-06
1627,8834,2024-05-20,Completed,2024-03-07
1628,8835,2024-12-30,Completed,2024-07-10
1629,8836,2024-10-04,Completed,2024-07-09
1630,8837,2024-04-03,Completed,2024-06-03
1631,8838,2024-09-16,Completed,2024-11-18
1632,8839,2024-05-07,Withdrawn,2024-05-31
1633,8840,2024-09-16,Completed,2024-11-20
1634,8841,2024-08-05,Completed,2024-07-10
1635,8842,2024-08-07,Completed,2024-10-09
1636,8843,2024-08-10,Completed,2024-10-11
1637,8846,2024-12-17,Completed,2024-10-08
1638,8847,2024-10-30,Completed,2024-07-11
1639,8848,2024-07-27,Completed,2024-06-22
1640,8849,2024-08-10,Completed,2024-10-15
1641,8850,2024-12-03,Completed,2024-11-16
1642,8852,2024-09-22,Completed,2024-06-07
1643,8853,2024-09-16,Completed,2024-11-20
1644,8855,2024-11-26,Completed,2024-12-19
1645,8856,2024-05-07,Completed,2024-07-07
1646,8857,2024-06-20,Completed,2024-06-03
1647,8858,2024-09-16,Completed,2024-11-16
1648,8860,2024-09-16,Completed,2024-11-20
1649,8862,2024-02-13,Withdrawn,2024-03-02
1650,8863,2024-07-23,Completed,2024-06-23
1651,8864,2024-09-16,Completed,2024-08-03
1652,8865,2025-01-06,Completed,2024-06-19
1653,8866,2024-09-16,Completed,2024-11-19
1654,8867,2024-05-31,Completed,2024-03-09
1655,8868,2024-09-18,Completed,2024-06-07
1656,8869,2024-09-05,Completed,2024-11-08
1657,8870,2024-07-06,Completed,2024-09-10
1658,8872,2024-09-01,Completed,2024-11-01
1659,8873,2024-07-10,Completed,2024-06-23
1660,8875,2024-10-16,Completed,2024-06-11
1661,8876,2024-07-30,Completed,2024-06-22
1662,8877,2024-12-01,Completed,2024-11-18
1663,8879,2024-12-29,Completed,2024-03-06
1664,8880,2025-01-05,Completed,2024-06-03
1665,8882,2024-08-23,Completed,2024-09-10
1666,8883,2024-04-18,Completed,2024-06-18
1667,8885,2024-09-09,Completed,2024-06-22
1668,8887,2024-04-03,Completed,2024-06-07
1669,8889,2024-09-02,Completed,2024-06-20
1670,8890,2024-12-03,Completed,2024-08-04
1671,8891,2024-12-17,Completed,2024-12-21
1672,8892,2024-10-23,Completed,2024-11-16
1673,8893,2024-10-17,Completed,2024-10-11
1674,8894,2024-12-26,Completed,2024-07-11
1675,8895,2024-10-18,Completed,2024-12-23
1676,8896,2024-04-06,Completed,2024-06-08
1677,8897,2024-10-30,Completed,2024-09-13
1678,8898,2024-06-04,Completed,2024-08-07
1679,8899,2025-01-09,Completed,2024-10-09
1680,8900,2024-09-16,Completed,2024-11-19
1681,8901,2024-12-07,Completed,2024-12-20
1682,8902,2025-01-06,Completed,2024-09-10
1683,8903,2024-09-16,Completed,2024-11-07
1684,8904,2024-09-04,Withdrawn,2024-09-13
1685,8905,2024-09-04,Completed,2024-11-07
1686,8906,2024-09-04,Completed,2024-11-06
1687,8907,2024-04-03,Completed,2024-06-04
1688,8908,2024-10-05,Completed,2024-08-05
1689,8910,2024-09-01,Completed,2024-11-01
1690,8911,2024-10-18,Completed,2024-12-22
1691,8912,2024-11-29,Completed,2024-11-20
1692,8913,2024-06-04,Completed,2024-08-09
1693,8914,2024-10-18,Completed,2024-12-22
1694,8915,2024-09-16,Completed,2024-11-20
1695,8916,2024-10-18,Completed,2024-12-21
1696,8917,2024-08-10,Completed,2024-10-11
1697,8918,2024-06-27,Completed,2024-06-23
1698,8919,2024-08-30,Completed,2024-10-10
1699,8920,2024-06-05,Withdrawn,2024-07-26
1700,8921,2024-04-03,Completed,2024-06-05
1701,8922,2024-10-26,Completed,2024-08-08
1702,8923,2024-10-29,Completed,2024-09-11
1703,8926,2024-07-02,Completed,2024-08-04
1704,8927,2024-08-20,Completed,2024-08-05
1705,8928,2024-11-12,Completed,2024-11-21
1706,8930,2024-08-22,Completed,2024-10-10
1707,8931,2024-04-06,Completed,2024-06-08
1708,8932,2024-04-06,Completed,2024-06-11
1709,8933,2024-07-09,Completed,2024-09-12
1710,8934,2024-04-06,Completed,2024-03-07
1711,8935,2024-09-11,Completed,2024-10-08
1712,8936,2024-11-01,Completed,2024-07-09
1713,8937,2024-08-10,Completed,2024-10-15
1714,8938,2024-06-28,Completed,2024-08-06
1715,8939,2024-09-04,Withdrawn,2024-10-06
1716,8940,2024-12-29,Completed,2024-03-07
1717,8941,2024-12-11,Completed,2024-09-14
1718,8942,2024-04-18,Withdrawn,2024-06-01
1719,8943,2024-05-07,Completed,2024-07-12
1720,8944,2025-01-06,Completed,2024-06-05
1721,8945,2024-10-18,Completed,2024-12-20
1722,8946,2024-09-01,Completed,2024-11-06
1723,8947,2024-09-24,Completed,2024-08-07
1724,8948,2024-10-24,Completed,2024-03-05
1725,8949,2024-09-09,Completed,2024-03-11
1726,8950,2024-09-09,Withdrawn,2024-10-10
1727,8952,2024-07-25,Completed,2024-03-04
1728,8954,2024-10-20,Completed,2024-08-04
1729,8955,2024-06-16,Completed,2024-03-08
1730,8956,2024-09-08,Completed,2024-11-06
1731,8957,2024-09-16,Completed,2024-11-21
1732,8958,2024-07-09,Completed,2024-09-12
1733,8959,2024-08-07,Completed,2024-10-10
1734,8961,2024-04-18,Completed,2024-06-22
1735,8962,2024-07-09,Completed,2024-09-14
1736,8963,2024-09-25,Completed,2024-10-09
1737,8964,2024-12-01,Completed,2024-11-20
1738,8965,2024-09-28,Completed,2024-03-04
1739,8967,2024-09-16,Completed,2024-11-20
1740,8969,2024-12-05,Completed,2024-06-08
1741,8970,2024-11-16,Completed,2024-12-21
1742,8971,2024-08-07,Completed,2024-10-12
1743,8972,2024-06-02,Completed,2024-08-07
1744,8973,2024-06-02,Completed,2024-08-03
1745,8974,2024-08-04,Completed,2024-06-18
1746,8975,2024-06-04,Completed,2024-08-05
1747,8976,2024-08-07,Completed,2024-10-09
1748,8977,2024-09-16,Completed,2024-11-20
1749,8978,2024-06-02,Completed,2024-08-07
1750,8979,2024-10-12,Completed,2024-06-07
1751,8980,2024-12-17,Completed,2024-09-09
1752,8981,2024-06-04,Completed,2024-08-08
1753,8984,2024-07-23,Completed,2024-03-07
1754,8985,2024-12-28,Completed,2024-10-15
1755,8987,2024-06-11,Completed,2024-03-11
1756,8988,2024-09-16,Completed,2024-11-18
1757,8989,2024-04-18,Completed,2024-06-19
1758,8990,2024-10-18,Completed,2024-12-18
1759,8996,2024-12-13,Withdrawn,2024-09-09
1760,8997,2024-09-04,Completed,2024-11-09
1761,8998,2024-11-20,Completed,2024-07-11
1762,8999,2024-07-09,Completed,2024-09-13
1763,9000,2024-12-11,Completed,2024-10-12
1764,9001,2024-06-02,Completed,2024-08-04
1765,9002,2024-09-04,Completed,2024-11-06
1766,9003,2024-07-10,Completed,2024-08-06
1767,9004,2024-08-28,Completed,2024-07-10
1768,9005,2024-12-20,Completed,2024-07-09
1769,9006,2024-08-26,Completed,2024-09-07
1770,9007,2024-10-18,Completed,2024-12-19
1771,9008,2024-12-11,Completed,2024-12-21
1772,9009,2024-05-17,Completed,2024-07-07
1773,9011,2024-08-23,Completed,2024-03-09
1774,9012,2024-06-14,Completed,2024-07-10
1775,9013,2024-10-18,Completed,2024-12-18
1776,9014,2024-09-16,Completed,2024-11-18
